Company,rating,reviewer,review_text
Minimalix,5,DEEKSHA SRIVASTAVA,The services are really good i have received best service at the best price with the work i was dreaming of Thankyou for refurbishment.
Minimalix,3,dkchakravarti dkchakravarti,
Minimalix,4,Vikash Kumar,
Minimalix,4,Hamidur Sarkar,
Minimalix,5,Ajay Kumar,
Minimalix,5,Arvind Kumar,
Minimalix,5,Ajay Thakur,
Minimalix,5,ritesh mishra,
Livspace,1,siddharth soni,"""Livpace: Where Deadlines Go to Die""
 Hired Livpace for a kitchen makeover. Simple enough, right? WRONG.
 They promised a move-in date of 20th May with the confidence of someone who actually has a plan. Spoiler: they did not have a plan. They did not have teams. They barely had workers.
 What they DID have was an incredible talent for showing up with random daily wage labourers different faces every day, zero briefing, zero tools, maximum confusion. Some days nobody showed up at all. Turns out it's hard to get work done when you're not paying your workers. Revolutionary concept, apparently lost on Livpace.
 45 days later our family is still living inside what can only be described as a very expensive construction site. No apology. No timeline. No accountability. Just vibes and excuses.
 Their coordination strategy seems to be: pick strangers off the street, point them at a kitchen, and hope for the best. It is not working.
 If you're looking for someone to take your money, miss your deadline by months, gaslight you about professionalism, and make your family's daily life genuinely miserable — Livpace is absolutely your company.
 For everyone else — run. Fast. Far. Don't look back.
 P.S. — Still waiting, Livpace. The internet is very patient."
Livspace,5,Ashok Baranwal,
Livspace,5,Biva Singh,Good
Livspace,5,Rajeev Inder Pahuja,
Livspace,5,Vipin Pandey,
Livspace,5,Sanam Sharma,
Livspace,5,Shehnaz Parveen,
Livspace,5,suraj dubey,Its a very nice person. And service also to Good
Livspace,5,nidhi bhargava,
Livspace,5,Piyush Mathur,Nice experience
Livspace,5,Vijay Yadav,
Livspace,5,Ashish Chhillar,
Livspace,5,MANINDER SACHDEV,"Livspace has done a wonderful job . They have converted my flat into a beautiful livable dream home. Highly appreciated their workmanship and personal behaviour.
 Well trained team with expert supervision by Manikanta."
Livspace,1,Neeraj Sharma,"Don’t take there service, they are unprofessional people who just want to get money from your pocket, no commitment, no value of customer, don’t care about customer loss and time. Worst service better go with local who will work as your demand and you pay them with work done, not 100 % advance and wait for months for your work done."
Livspace,1,ABHA PANDEY,"I paid premium so that educated, experienced team will be deployed at my site. What do I get? Leaking tap that dripped water in lower floor’s storage. Full blown flooding of my apartment because their plumber forgot to close the valve before putting tap in.
 Caused us so much stress because now neighbour hate us even before we get to move in.
 No supervisor stays in site while the work is going on. They just visit sparingly and send you formatted messages in morning of what has been done and what has been planned. Who is responsible for minute details? Nobody.
 Absolute team of just middle men calling themselves project managers.
 I do not recommend them or any other brand like them. All of them are the same- just middle men."
Livspace,5,Namita Batra,
Livspace,5,soumen roy chowdhury,
Livspace,5,Kirti Agrawal,
Livspace,5,Varun Singh,Thanks Jatin And livspace for the excellent quality of work I am really happy and satisfied with the outcome.Your dedication professionalism and attention to detail are truly appreciated Keep up the good work
Livspace,5,Sonali Sinha,Post sales service work done was very good and swift. Thank you!
Livspace,5,shivani bajaj,
Livspace,5,Hemant Kumar,Good interiors work and post sales service.
Livspace,5,Sunil Verma,Post sale service. Work done by Saroj
Livspace,4,Arti,
Livspace,5,Priti Jain,
Livspace,5,CHANDER SHEKHAR,
Livspace,5,Prashant Prem,Post sales service. Saroj and Sunil both were good
Livspace,5,kali charan Sahu,
Livspace,5,NISHI KISHORE,
Livspace,5,Himanshu Joshi,
Livspace,5,Fiestar Corporate Gifts,
Livspace,5,Rajat Saraswat,
Livspace,5,Anuj Kumar,
Livspace,5,Uptlakshi Sharma,"Had a wonderful experience working with Livspace and Ayush
 
 Our home was aligned with our expectations
 
 Highly committed and professional team
 
 Kudos!"
Livspace,5,Dr Anil Kumar Sinha,Good
Livspace,3,Ankit Tomar,
Livspace,5,Priya Swaroop,
Livspace,5,Manish Kumar,"Very good quality from Livspace. I am a very happy and satisfied customer even after 5+ years. Their customer service is amazing!! Prakash Singh, Technician came to my house to check the alignment of drawers and cupboards. He did the work with a smile. Full 10/10 to Livspace."
Livspace,2,Rohit Yadav,"Very ordinary work and doesn't feel like we have a delivery done by brand. I could have got similar quality with lesser price from any other vendor.
 
 Not worth the hype and extra price you pay. Won't recommend to anyone."
Livspace,5,Priyanka Pandey,
Livspace,5,Himani Chauhan,great work.. very fast service
Livspace,5,rm verma,
Livspace,5,Tanuja Dhyani,
Livspace,5,TANSHI GHAI,
Livspace,1,Aditya Gupta,Livespace is a fraud company they provide inflated quotations even after telling the budget... When a person comes for survey... They say that quotation will be in budget and take visiting charges.. and after that they send inflated quotations. Very bad experience with LIVESPACE. never get the interiors done by them
Livspace,5,shilpa sharma,
Livspace,5,Neha Saraiyar,
Livspace,5,Neha Ankit Shukla,
Livspace,1,Devender Arora,"A cautionary account for anyone considering Livspace for their home interior project.
 
 We are 6+ weeks past our original delivery date. Here is what the journey has looked like:
 
 🔴 Three designer changes — each without a proper handover, forcing us to repeat requirements from scratch.
 
 🔴 A laminate selection meeting where our choices were severely restricted and we were told we ""had to choose"" from what was available — this while my wife attended just one month postpartum.
 
 🔴 An SOD (Scope of Design) document floated to us riddled with errors, clearly not peer-reviewed before client sharing.
 
 🔴 And now — post-production — a full wardrobe unit delivered at the wrong depth (18 inches instead of the standard 580mm we requested repeatedly), with the team retroactively calling it a ""storage unit"" instead of a wardrobe.
 
 At every milestone, we have raised concerns in writing. At every milestone, we have been met with promises that didn't materialise.
 
 We are not designers — we are clients. It is the service provider's responsibility to communicate deviations, not assume clients will figure it out. The SOD itself says ""wardrobe."" The group chat messages confirm our requirements.
 
 If you are evaluating Livspace for your home, please do your due diligence. Ask hard questions about designer continuity, escalation protocols, and production accountability before signing.
 
 We still hope for a resolution. But we believe others deserve to know what this process has looked like.
 
 We are still following up but not getting any response and not even sure if Livspace is trying to find a resolution or not.
 
 Giving 1 star because that is the least option I can select they don't even deserve this much."
Livspace,5,Vikas Agarwal,
Livspace,5,Latika Singh,
Livspace,5,S awesome Parihar,
Livspace,5,pavan dixit,
Livspace,5,Ambuj Singla,
Livspace,5,Aaditya Tyagi,V good
Livspace,5,Sajal Jain,
Livspace,1,Prof. Lokesh Jindal,"CAUTION
 
 Unchi dukan phika pakwaan,,,,this idiom fits appropriately for my experience with Livespace, where there has been financial faud with me for apporx Rs 50,000/-. So big brand and their employees also cheat, be alert and avoid dealing with them"
Livspace,5,Pramod Kumar Srivastava,
Livspace,5,Sakshi Kumar,
Livspace,5,nidhi aggarwal,
Livspace,5,bhumika vijay,
Livspace,5,nitin nagpal,Ansar Ahmad
Livspace,5,Mehul Khera,
Livspace,5,Gyan Prakash,
Livspace,5,sachin gupta,
Livspace,5,Tania Bhowmik,
Livspace,5,Siddhant Bhargava,
Livspace,5,Ashish Jain,
Livspace,5,Shweta Mohan,
Livspace,5,Ruchi Atri,
Livspace,5,Divyansh Srivastava,"Hi, livspace team i m very happy and satisfied with the service vyou provide in my house specially Mr.Abhishek kumar who is project manager bat my house ,he is lead the project very understanding process and guide us very much so i love your service and will refer my near and dear ones sure"
Livspace,5,Ishita Khatter,Thank you!
Livspace,5,Sunita Tripathy,
Livspace,5,Neeraj Kashyap,
Livspace,1,Pulkit Dubey,"Their timelines are worse than the contractors, they only have contractor vendors and no accountability once the sale is completed, bus payment followup time se baaki sab kuch delay. 2 months gone only washroom project and abhi plumbing bhi nahi complete hui hai, I definitely would not want anyone else to suffer from this especially in Gurgaon, this is the worst. All tasks remain pending, no supervisior on field bus ek labour bhej ke they are free."
Livspace,5,apoorv singh,"1. The kitchen installation was delayed by over a month and we did not receive timely updates with regards to completion ETA. Things got in to motion only after I escalated the issue
 2. Almirahs were installed but the handles were not installed until I escalated it which was almost 20 days after the almirah was installed.
 3. Locks in the almirahs have still not been installed and there has been no update regarding the same. That too after there has been such a high severity escalation on this project.
 4. The chimney hole that has been marked by your team has been done right at the bottom of the loft due to which we barely have any space to use in the loft. Ideally it should have been at the top of the loft, had it been up to us we wouldn't have gone ahead with it but since your team guided us we thought it be okay and only realized that there has been a mistake once the chimney pipe went through.
 5. One of the almirahs that has been installed is misaligned to do improper installation. Also the shutters have bent out within 2 months. Your team said it is due to the rise temperature but as far as I know the temp in Noida is only going to rise further, so should we expect this to happen throughout the summers? Even if you replace them as per the warranty agreement, with the temp rising further in coming months will this keep happening!?
 6. The skirting for one of the almirahs was not installed and when we called it out we were told that livspace almirahs do not have skirtings on them. However, the skirting was lying around at the site and was installed right away. Which goes to show your team did not have complete knowledge about the fixtures for this project.
 7. No provisions have been made for lights inside the almirah even though at the time of placing the order we were told by your designers that there would be a provision, no one has updated us on it yet.
 8. One of the almirah that has been installed is not occupying the complete space that was left for it as per our architectural design cause of which that space has been wasted. When your designers visited us they did not tell us that your almirah sizes are standard that we will be wasting the designated storage space if we get livspace almirahs.
 9. The kitchen lights were delivered on site and were not installed till the last moment, infact your team was not even aware of it. They only got to know about it and got them installed when I myself pulled out the lights that were delivered along with other material and informed your team of it.
 10. Your team installed kitchen skirtings without even cleaning the area behind it. It was only after I called it out did they remove the skirting and cleaned it up after almost a month, and guess what did they find behind it? A missing piece of a detachable plastic table that I had been looking around for over a month.
 
 The reason why I selected livpsace and paid a premium price was because:-
 1. To have a hassle free installation experience. (It was many things but not hassle free, if anything it was full of harassment and stress)
 2. To get timebound installation done before I move in to my new home. (Hellbound maybe, but not timebound AT ALL!!)
 3. To get premium quality products and materials installed. (Quality has been such that shutters have already started bending within 2 months of installation).
 4. To have that corporate and professional service experience. (At times I almost curse myself cause my carpenter ""Khan Sahab"", is much more professional and duty bound than your team).
 5. To have some piece of mind with regards to installation being done by Livpsace as I was almost drained with managing other aspects of my home construction and interiors. (Others might have drained me but dealing with livpsace sucked the life out of me)"
Livspace,5,Gajendra pal Singh,
Livspace,5,Varsha Mishra,
Livspace,5,Amit Sethi,
Livspace,5,NEHA Singh,
Livspace,5,arun kumar pandey,
Livspace,5,Pradeep Arya,
Livspace,5,Vandana Baisoya,
Livspace,1,Anurag Mishra,Very unprofessional team
Livspace,5,SHYAM CHOUDHARY,
Livspace,5,himnish gosain,
Livspace,1,Sumit kumar,"Experience is very worst due to fake and false commitment from the sales team and design manager. We mentioned that we need the project by 1 May and booking completed on 20 Mar but they have wasted time and final order placed on 8 Apr. After that they committed to 7 May during proposal signoff but now no timeline to deliver our project. All the stakeholders is not attending calls and no response on emails. It's an trap because company have policy to pay mostly amount before any drawing. Initial drawing is raw because sales person is not drawing as per your requirements. They are just misleading you nothing else. Don't trust on these fake brands. You can trust anyone nearby you.
 Still no response from any person of live space after so much escalations. All are well trained to not respond on emails and calls without resolution. Escalations closed without any single call from escalation team.
 Asking for balance payment of 28k which is nothing to pay from my side but no clarity project will complete or not in a span of 5 year's period. Refer the attached Screenshot of latest conversation. If I atach previous one every customer will die from shock. These kinds of companies exist in the market which required to banned in India."
Livspace,5,Shalabh Singh,Great Post sales service by Saroj and Sunil. Resolved all cabinet related issues asap.
Livspace,5,Swathii Majhi,
Livspace,3,devansh 43,"Post sales service
 
 Work done by Saroj and Sunil"
Livspace,5,Rajani Singh,
Livspace,5,Randhir Singh,
Livspace,5,Neha Misra,
Livspace,5,DC Tiwari,Shah jahan penter gud work
Livspace,5,Nimai Swain,
Livspace,5,Sukhjit Kaur,
Livspace,5,Rekha Raj,
Livspace,5,Rashmeet Malhotra,
Livspace,5,nPooja Joshi,
Livspace,5,Prateeti Shrivastava,Post sales service by Saroj is quite efficient and quick
Livspace,5,Rakhi Dubey,Good work by shankar
Livspace,5,Deepu Tomar,SHAHJAHAN PAINTER doing good quality of work .
Livspace,5,Akash Kumar,Very good very professional worker and shankar gupta is very cooperative
Livspace,5,Rajeev Kumar,Excellent work
Livspace,5,avishek chaturvedi,
Livspace,5,Akash Verma,
Livspace,5,RICHA GUPTA,
Livspace,5,Rashi Nandal Dahiya,
Livspace,5,Ekant Arora,Afternoon Sales Service Prakash was very helpful and helped in resolving issues promptly.
Livspace,5,Prerna Singh,"Just had the most amazing experience with Livspace for our home interior project! The quality of work is absolutely top-notch. And the biggest part of the entire process is how supportive the staff was to every need and requirement.
 
 A huge shoutout to Abhishek (Project Manager), who was instrumental in overseeing the project.
 He was always supportive of all the needs and I hope this relation extends post installment too ."
Livspace,5,Shobhna Rawat Swami,
Livspace,5,Nehal Deep,
Livspace,5,swati Singh,
Livspace,5,Preeti Roy,
Livspace,5,Vimal Arora,
Livspace,5,Shashank Roy,Thank for the amazing and prompt service Sudhanshu team provides.
Livspace,5,Ashish Verma,Ansar ahmad did good job to fix plumbing issue
Livspace,5,Shikha Jain,
Livspace,5,Bhupinder Hara,
Livspace,5,Anand Gupta,
Livspace,5,Shammi Kapoor,
Livspace,5,archit pitaliya,"It was overall great experience starting with knowledgeful designers those make you believe in the product & the company and suggest all the good designs as per the exact requirements of your home, Lots of Appreciation to Ishika & Mitali for the great design and outcome. they were really helpful offering suggestions and shares the knowledge, giving you tips while selecting and deciding designs which I find so valuable.
 
 I think for any company like Livspace, it's the most important part how your designer & execution team work for the initial design and final outcomes.
 
 Thanks to Rahul for overall support during installation and rectifications."
Livspace,5,Sangam Kaushik,Fasy resolution
Livspace,5,Redhima Kapur,Shah Jahan painter did an excellent job.
Livspace,5,Arunabh Sahai,
Livspace,5,deepak krishnani,Shankar visited my home made satisfied service with regards to my complaint. Thanyou.
Livspace,5,Prateek Himanshu,Shankar being very polite and did his job
Livspace,5,Amit Kumar,Good job....satisfied.
Livspace,5,Richa Chaudhary,Shahjhan painter is doing good
Livspace,5,Himansh Bhargava,
Livspace,5,Poonam Singh,
Livspace,5,Manan Rai,post sales service work done by saroj
Livspace,5,renu bala,Good
Livspace,5,Pushpak Bhavsar,
Livspace,5,Manoj Guliani,
Livspace,5,Ashok Kumar,Thanks Jatin and Abhishek Chauhan and livspace for completing my project and hassle free experience.
Livspace,5,Vineet Bhaskar,"Service Team are extremely helpful and understand the pain of customer, very unlikely comparing with project / design team"
Livspace,5,Vikas Bhardwaj,Work completed satisfactory
Livspace,5,roopali shringi,
Livspace,5,Arun Jumwal,
Livspace,5,Hari Dev Gagneja,Shanahan painter has done a good job
Livspace,1,Himanshu Pachauri,"Stay away from livspace
 Livspace done third class work in my flat.
 
 -Highly unskilled labour done my work
 -Plumber don’t know how to install tap / fixture
 -Civil labour don’t know how to cut and install tiles.
 -Electrician can not properly install basic profile light / rope light in ceiling
 -basic wiring is not good and loose connections just after handover.
 -Designing is zero … totally no common sense and on the name of designing they dont measure flat basic 3D image and actual will never match to that.
 They dont measure flat size exactly and just make and adjust accordingly
 
 - False ceiling member dont know how to do false ceiling …crack with in 2 days.
 
 - Almost every thing is misaligned
 There is no ratio or measurement
 Totally waste of money
 
 Charged huge amount but work quality is worst and nightmare
 
 High cost with thirdclass work
 
 - kitchen work is just randomly prepared box and adjust if not fit
 - very poor alignment
 - low cost hardware used.
 
 Worst ever experience"
Livspace,5,virender rajbhar,
Livspace,5,Jyoti Dhami,
Livspace,5,ajeet yadav,
Livspace,5,anusha bisht,
Livspace,5,Pushkal Chauhan,"Great experience , polite and helpful team"
Livspace,5,Kovid Agarwal,The service provided by the team is commendable. The person who came on the service request was very friendly and helpful.
Livspace,5,tanmay sharma,
Livspace,5,Pradip Chattopadhyay,I have nice experience .they give the details idea and customized interior with optimum cost.I satisfied and book for my new apartment
Livspace,5,abhi agarwal,After sales service is on the spot
Livspace,5,Ananaya Mata,Perfect work. Livspace recommended all the times.
Livspace,5,Prateek Shringi,
Livspace,5,BABBU KHAN,
Livspace,5,Sunayana Raina,
Livspace,5,namra ati siddiqui,
Livspace,5,saty roy,It was a hassle free experience. Must try service
Livspace,5,Er Paras Patel,
Livspace,5,Harjot Bakshi,Thanks livspace and jatin kumar for the work completion in 2 days
Livspace,5,somya joshi,Very good
Livspace,5,Yogesh Kumar,
Livspace,5,Jatin Kohli,
Livspace,5,Ngin Chaudhary,
Livspace,5,Rajkumar Sharma,Excellent work done and Clearly
Livspace,1,Yash Mehta,I ordered from them 2 chairs on 3rd of March..no delivery..no updates..no one gives a chit..no one replied on call ..no reply on email
Livspace,2,antima jain,
Livspace,5,Arun Sharma,
Livspace,5,Ritesh Patnaik,
Livspace,5,Kamal Khanduja,
Livspace,5,Jyotsna Khera,
Livspace,5,Kuldeep Singh,
Livspace,5,sheeba aly,"Aishlein was extremely helpful
 Great experience at livespace Gurgaon"
Livspace,5,Karishma Nautiyal,
Livspace,5,Rahul Bhardwaj,
Livspace,5,Aditya lakra,
Livspace,5,Kuldeep Bharara,
Livspace,1,Seema Madan,It’s not even been six months since our new kitchen was made and the steel cabinets have already got rust on them. I hope the CEO sees this review and takes a note of what is going on in Livspace
Livspace,5,Biplab Kundu,
Livspace,5,Ligita Varghese,
Livspace,5,Pardeep Tandon,
Livspace,5,Madhu Thakur,
Livspace,5,Veenu Bharti,THANK YOU JATIN FOR TIMLY COMPLETION AND THANKS LIVSPACE
Livspace,5,sham ghai,
Livspace,5,Ashutosh Mudgal,Ansar ji..good job
Livspace,5,Swati Singh Pundir,
Livspace,5,pulkit gomber,
Livspace,5,Shashank Ujjir,
Livspace,5,Swati Kumari,
Livspace,5,Pulkit Gupta,
Livspace,5,Garima,
Livspace,5,BRIJENDRA RASTOGI,Post sales service. Serviced by sh saroj & sh sunil.
Livspace,5,Celsus Victor,
Livspace,5,Sneha Shukla,
Livspace,5,Ninja gaming,"Shah Jahan Painter,he did a phenomenal job"
Livspace,1,Pooja Dawra,"We are extremely disappointed with our experience.We chose Livspace trusting the brand and the promise of quality, but the execution has been deeply frustrating and stressful. What was meant to be a 4-month project stretched to 14 months, and we were ultimately forced to move into our home without a proper handover. The quality of work is far below expectation. Despite installing premium fittings like Kohler, the execution was handled poorly. Basic things like toilet installation were done incorrectly, leading to water spilling during use. Balcony drainage was blocked during tiling, forcing us to redo the work at our own cost. Modular cabinets are already coming loose, paint touch-ups were never completed, and existing seepage issues were not addressed. Electrical planning is another major concern, with multiple lights clubbed on single switches, defeating the entire design intent.
 What is most concerning is the complete lack of accountability and supervision. We had to constantly follow up during the project, and even now, several issues remain unresolved.
 Despite writing email and reaching out to their after-sales team for support, there has been no response whatsoever. No acknowledgment, no follow-up, no ownership.
 We have tried to remain patient and respectful throughout this process, but at this stage, it feels important to share this experience so that others can make an informed decision."
Livspace,5,HARISH SAMUEL,Thanks Jatin and livspace and mr abhishek chauhan for quickly completion
Livspace,5,JC E Range A Range B LKO,
Livspace,5,nitu sinha,
Livspace,5,Mickey Samuel,Thank you jatin and livspace and mr Abhishek chauhan
Livspace,5,Shrey Sinha,
Livspace,5,Anshuman Srivastava,Amazing experience
Livspace,5,SatyaJeet,
Livspace,1,Anshumita Sharma,"Worst! They take advance payments never telling that it is non refundable , all the designs were recommended by us, they did the least styling efforts, and now they dont return your money back when you ask to!
 Please if you want a good communicable company that will itself provide for ideas and will take keen interest in your home interior designing, just look for alternatives!"
Livspace,5,Nidhi Garg,
Livspace,5,Akshat Agarwal,
Livspace,5,karthik suresh,
Livspace,5,Shubham singh bohara,thank you Jitin and livespace for timly completion!
Livspace,3,shruti verma,Ansar complete his job well..
Livspace,5,Rishit Singh,
Livspace,5,Kuldeep Bhalla,
Livspace,5,S V,
Livspace,5,Niha Rai,
Livspace,5,SAHBA HASAN RIZVI,Ansar Ahmed good working
Livspace,5,Nitin Kashimpuria,
Livspace,5,Nitin Kandpal,"Shahjahan painta
 Nice work ✅"
Livspace,5,anil dubey,
Livspace,5,Member,
Livspace,5,Adittya Raina,
Livspace,5,dolly singh,
Livspace,5,Allison Pyster,
Livspace,5,Darshana Chauhan,The staff was very good. Fix the problem quick and properly. Great service.
Livspace,5,Kartik Srivastava,
Livspace,5,Nisha Singh,
Livspace,5,satvir singh,"He did his work diligently. Though the issue was looking small but removed the sink and then applied the solvents so that it will
 Not appear again. Polite and humble person"
Livspace,5,Naina Agarwal,
Livspace,5,Aastha Pandey,
Livspace,5,Gunjan Sharma,
Livspace,5,Dhirendra Singh,Shahjahan painter did a good job. Recommend him for work.
Livspace,5,Pramod Das,Ansar
Livspace,5,harsh suri,Livspace team did a fantastic job while executing the project. Really appreciate the timely execution of the project while meeting the quality standards and our expectations. A special mention for our project execution incharge Abhishek for being a great help and ensuring wonderful support throughout.
Livspace,5,Ravi Kulshrestha,
Livspace,4,Vinay Singh,"Good service, but regular occurring problem."
Livspace,5,Tushar goyal,Anzar did great job
Livspace,1,sanjay Vyas,"This company make my furniture worst.
 No quality work.
 No responsible team.
 It's better to give a work to local carpenter.
 Poor finishing."
Livspace,1,Poojan Kumar,"I wish I could give negative rating to Livspace if available.....the most pathetic and unprofessional team assigned for a dwarka expressway project.
 Higher management do not answer the calls. All the cost sheets have calculation mistakes, unprofessional vendors creating nuisance at site , wrong work executed at site.... Project manager doesn't know how to read the dwgs..... Already handover delayed by 3 months ....
 
 Most pathetic interior company.
 
 Bunch of unprofessional fools running the show and spoiling the image of whole company.
 
 Please do not waste your money and time on them....a local carpenter can pull off your project more efficiently."
Livspace,5,RAHUL SINHA,bikki Singh has done a good work
Livspace,5,Monika Phogat,
Livspace,5,chirag gupta,Best place for your home interior.
Livspace,5,Rashmi Chandrasekaran,
Livspace,5,Nidhi Maheshwari,Shah jahan is very good
Livspace,5,Nidhi Mittal,
Livspace,5,Kamal Kishor Talwar,
Livspace,2,Ashish Dwivedi,"The modular work and after sales service for it is great, but I had a really bad experience with their furnitures.
 8 out of 12 items had to be rectified, some onsite and some had to be taken away.
 And on some occasions the service people treated us like by complaining about the furniture shortcomings, we were in the wrong."
Livspace,5,Shanaya Rajput,
Livspace,5,Manveer Singh,Vicky done the job perfectly.
Livspace,5,Malu Chatterjee,
Livspace,5,Jyotirmayee sarangi,Good experience with livspace
Livspace,5,Heena Kalia,
Livspace,5,Varun Raina,
Livspace,1,MKF Angel Home,Sorry to say they take all money in advance and responsibility comes on you to follow up with the team for finishing your work. All interiors are suggested by me.they do not have innovative ideas. They left some important areas in my apartment despite of doing inspections many time. I cannot do anything as they have taken 100 percent payment. Definately look for another option for my next project. They hardly care if customer is dissatisfied
Livspace,5,Ibad Abbas,
Livspace,5,Aneesha Mohanpuria,Very good work done! Nice Tv unit!!
Livspace,5,Shivani Ramzai,
Livspace,5,Vikram Ghosh,Excellent
Livspace,5,Mahinder Pal,
Livspace,5,Jaya Upadhyay,
Livspace,5,Radhey Shyam Jaiswal,
Livspace,5,Neha Singh,
Livspace,5,Sanjay Kumar,
Livspace,5,Sandeep Gupta,
Livspace,5,Himanshu Sharma,Great experience visiting the center. Pawan and Apoorva explained everything in details.
Livspace,5,PRANEET RAY,Service is good
Livspace,5,Manish J,
Livspace,5,Manish Jharkharia,
Livspace,5,Mandeep Khurana,
Livspace,5,Anjali Singh,
Livspace,5,Mandeep Bhatia,
Livspace,5,sk kundra,
Livspace,5,arpit gupta,
Livspace,5,Shruti Kaushik,
Livspace,5,Kaushal Sharma,
Livspace,5,Life with Rumpa,
Livspace,5,nisha mehra,
Livspace,5,Sudha Dubey,
Livspace,1,Vievek Jain,"The pre Sales Team (Arjun) is mis selling to generate leads. Beware
 
 Edit: issue already brought to the knwoledge of your team in Gurgaon M3M Cross walk.
 Wasted 2 hours because of your mis selling. So i don't intend to fill your form again"
Livspace,5,Meenakshi Kaushal,
Livspace,5,Ritika edoliya,
Livspace,5,sunit verma,Grt experience
Livspace,5,Apoorva Khanna,
Livspace,5,Robinson Pahuja,
Livspace,5,Pramod Sharma,Good
Livspace,5,Framon Dias,Thank you.. Tushar was our designated designer....he displayed clarity and gave us precise choices as per our requirement... thank you.
Livspace,5,Ankit Jaiswal,Very professional and courteous staff
Livspace,5,PRAVEEN CHANDOLA,
Livspace,4,Karan Chaudhary,Good interaction and discussion
Livspace,5,Ankur Chopra,
Livspace,5,Ashok Yadav,Thankyou jatin for complete my project it was a great experience with you thanks livspace team
Livspace,5,Arindam Nandi,Thankyou you jatin and livspace for excellent work
Livspace,5,Gagan Marwah,
Livspace,5,George Paul,
Livspace,5,Jitendra Kumar Abhinandan,It's a great session with Ms Sandhya.
Livspace,5,Neeraja Hariharan,
Livspace,5,Shashi Shankar Tiwariu,Good
Livspace,5,salil srivastava,
Livspace,5,Poornima Khambra,Thankyou for the quick response. Person was helpful.
Livspace,5,Pramita Dayal,
Livspace,5,Nikky Choudhary,
Livspace,5,surabhi singh,
Livspace,5,Kalpana Mishra,
Livspace,5,Mitali Majumder,
Livspace,5,R Malik,
Livspace,5,Prashant Katara,POST SALES TEAM'
Livspace,1,Pradeep Laambaa,"inspite of paying advance upfront, didn’t get post implementation service.
 Left with no option but to get advance back.
 Wasted 2-3 weeks for service engineer visit at my place."
Livspace,5,Abdul kader,
Livspace,5,Lakshay Sharma,
Livspace,4,Himanshu Rana,We had a great understanding of our requirements. Nice and friendly ‘environment. Trisha was very supportive overall
Livspace,5,Arvind Kumar,
Livspace,5,sanjay kumar,Nice experience and detailed presentation by Mr. Tushar and team.
Livspace,5,swati singh,"Livspace’s experience centre gave us a very patient hearing,understood all our needs very well in the initial talks. They have good ideas and guide well according to your budgetary needs as well."
Livspace,5,HAROON ASLAM,
Livspace,5,Durgesh Rai,
Livspace,5,Sachin Gupta,
Livspace,5,Shilpi Baranwal,
Livspace,5,pragati shivhare,
Livspace,5,Priyanka Jain,Had a great experience in Livspace experience center in Gurugram. Mr. Tushar walked us through the entire process very thoroughly.
Livspace,5,Suhail Shamsee,
Livspace,5,Girish Gupta,
Livspace,5,kartik vadehra,
Livspace,5,Vivek singh,Shahjahan Painter did very good and highly finished job. I am happy and satisfied with his work.
Livspace,5,Manu Jain,Post sales services are good.
Livspace,5,Adarsh Butail,
Livspace,5,ASHOK SONI,"Good Quality, Response also good
 but
 long time taking in execution n delivery, 🤐
 Full payment before delivery!🧐
 Rest is subject to 10 yrs journey wid Livspace ahead."
Livspace,5,Ravi Verma,Resolved the issue which I was facing due to gas pipeline. Very cooperative service by Livspace
Livspace,5,Radhika Arora,
Livspace,5,Monicaa Thakkar,
Livspace,5,Arvind Lavania,Shahjahan painter done good job. He is very sincere about his job
Livspace,5,ali naqvi,
Livspace,5,Jolly Bhatia,
Livspace,5,Prahlad Mehndiratta,
Livspace,5,Narendra Kumar,Experience was very good and also staff was very cordial
Livspace,4,yamini mishra,
Livspace,5,Monika Waskel,
Livspace,5,Jitin Rajput,Great experience with livspace
Livspace,5,Vimal Chandra,
Livspace,4,Chetna Kohli,
Livspace,4,Ravinder Madhumita,"The team is very professional, nicely briefed, presentation was good"
Livspace,5,komal jain,
Livspace,5,Abhinav Issar,Swapnil took us through the whole tour very nicely & explained everything. We plan to take it further in the next meeting. Great going Livespace.
Livspace,5,Abhishek Sinha,
Livspace,5,Aakash Kumar,
Livspace,5,Krishan Kumar,
Livspace,5,SHIVA PAINT,
Livspace,5,prateek sharda,
Livspace,5,MODASSIR HUSSAIN,
Livspace,4,Shivam Kapoor,"We visited Livspace for our home kitchen's renovation. Avinandan, the manager and Pranshi, the designer helped us to discuss the entire plan. Overall, very good experience-but it did not match our pricing expectations, a bit highly priced."
Livspace,5,Ravi Raina,"Very good service team .
 Thanks to Mr Abhishek for completing the work on time with quality"
Livspace,3,Pratyush Panda,"BM - Sales team gets vanished post booking.
 
 Design team intermittently unreachable. Multiple follow ups are required.
 
 Prices are inflated, better to take the quotation and compare with local vendors (you will thank yourself later).
 
 Kaikasha has been quite supportive. Niharika from design team gives better reasons that can be believed in.
 
 Overall, ok experience. Please see other vendors nearby first."
Livspace,5,Vandana Parikh,
Livspace,5,Rajkumar Yadav,Thankyou jatin and livspace excellent experience with you jatin
Livspace,5,Naman Bhalla,
