Company,rating,reviewer,review_text,review_length,clean_text,processed_text,segment,topic,sentiment_score,sentiment_label,topic_name
Minimalix,5,Kashyap Ajay,Full Paisa Vasool.....Minimalix is deleverd to me more than expected,68,full paisa vasool minimalix is deleverd to me more than expected,paisa vasool minimalix deleverd expect,General,0,0.0,Neutral,Design & Project Experience
Minimalix,4,VIJAY SINGH,Affordable price,16,affordable price,affordable price,General,1,0.0,Neutral,Customer Service & Support
Minimalix,5,Kuldeep Sharma,Excellent servic I have never seen,34,excellent servic i have never seen,excellent servic see,General,1,0.5719,Positive,Customer Service & Support
Minimalix,4,susanta dawan,Very professional team,22,very professional team,professional team,General,1,0.0,Neutral,Customer Service & Support
Minimalix,3,Kumar Jvk,Nothing special....Average company....Team is very polite,57,nothing special average company team is very polite,special average company team polite,General,1,0.0,Neutral,Customer Service & Support
Minimalix,5,PRAMOD KUMAR,100% satisfied hun iss company se...team bhi kafi achhi hai,59,satisfied hun iss company se team bhi kafi achhi hai,satisfied hun iss company team bhi kafi achhi hai,General,0,0.4215,Positive,Design & Project Experience
Minimalix,4,Aditya Giri,Very professional team.,23,very professional team,professional team,General,1,0.0,Neutral,Customer Service & Support
Minimalix,5,Ramadheen Yadav,Minimliks ek good compny wiswas ke layak hai .,46,minimliks ek good compny wiswas ke layak hai,minimlik good compny wiswa layak hai,General,0,0.4404,Positive,Design & Project Experience
Minimalix,5,Ashish Tyagi,"Very good service.. Good behavior of team
 Really india is fortunate enough to have such firm.",94,very good service good behavior of team really india is fortunate enough to have such firm,good service good behavior team india fortunate firm,General,1,0.8598,Positive,Customer Service & Support
Minimalix,5,Dr. Mohan Shende (Anandamohan),"We Offer A One-Stop Customized Solution For All Your DÃ©cor Needs to Match Your Lifestyle. One Stop Solution For Creating Your Dream Home. Book An Appointment Today! Personalized Designs. End to End Execution.'
 
 All services by company should be listed for consumers and as well as non consumer also one who see or listen",323,we offer a one stop customized solution for all your d cor needs to match your lifestyle one stop solution for creating your dream home book an appointment today personalized designs end to end execution all services by company should be listed for consumers and as well as non consumer also one who see or listen,offer stop customize solution cor need match lifestyle stop solution create dream home book appointment today personalize design end end execution service company list consumer non consumer listen,Customer,0,0.7901,Positive,Design & Project Experience
Minimalix,5,twinkle sawlani,services worth paying.. I am happy to get the work done from them.,66,services worth paying i am happy to get the work done from them,service worth pay happy work,General,1,0.6808,Positive,Customer Service & Support
Minimalix,5,DEEKSHA SRIVASTAVA,The services are really good i have received best service at the best price with the work i was dreaming of Thankyou for refurbishment.,135,the services are really good i have received best service at the best price with the work i was dreaming of thankyou for refurbishment,service good receive good service good price work dream thankyou refurbishment,General,1,0.9117,Positive,Customer Service & Support
Livspace,1,siddharth soni,"""Livpace: Where Deadlines Go to Die""
 Hired Livpace for a kitchen makeover. Simple enough, right? WRONG.
 They promised a move-in date of 20th May with the confidence of someone who actually has a plan. Spoiler: they did not have a plan. They did not have teams. They barely had workers.
 What they DID have was an incredible talent for showing up with random daily wage labourers different faces every day, zero briefing, zero tools, maximum confusion. Some days nobody showed up at all. Turns out it's hard to get work done when you're not paying your workers. Revolutionary concept, apparently lost on Livpace.
 45 days later our family is still living inside what can only be described as a very expensive construction site. No apology. No timeline. No accountability. Just vibes and excuses.
 Their coordination strategy seems to be: pick strangers off the street, point them at a kitchen, and hope for the best. It is not working.
 If you're looking for someone to take your money, miss your deadline by months, gaslight you about professionalism, and make your family's daily life genuinely miserable â Livpace is absolutely your company.
 For everyone else â run. Fast. Far. Don't look back.
 P.S. â Still waiting, Livpace. The internet is very patient.",1267,livpace where deadlines go to die hired livpace for a kitchen makeover simple enough right wrong they promised a move in date of th may with the confidence of someone who actually has a plan spoiler they did not have a plan they did not have teams they barely had workers what they did have was an incredible talent for showing up with random daily wage labourers different faces every day zero briefing zero tools maximum confusion some days nobody showed up at all turns out it s hard to get work done when you re not paying your workers revolutionary concept apparently lost on livpace days later our family is still living inside what can only be described as a very expensive construction site no apology no timeline no accountability just vibes and excuses their coordination strategy seems to be pick strangers off the street point them at a kitchen and hope for the best it is not working if you re looking for someone to take your money miss your deadline by months gaslight you about professionalism and make your family s daily life genuinely miserable livpace is absolutely your company for everyone else run fast far don t look back p s still waiting livpace the internet is very patient,livpace deadline die hire livpace kitchen makeover simple right wrong promise date confidence actually plan spoiler plan team barely worker incredible talent show random daily wage labourer different face day zero briefing zero tool maximum confusion day show turn hard work pay worker revolutionary concept apparently lose livpace day later family live inside describe expensive construction site apology timeline accountability vibe excuse coordination strategy pick stranger street point kitchen hope good work look money miss deadline month gaslight professionalism family daily life genuinely miserable livpace absolutely company run fast far don look wait livpace internet patient,Customer,0,0.2933,Positive,Design & Project Experience
Livspace,5,Biva Singh,Good,4,good,good,General,4,0.4404,Positive,Lead Quality
Livspace,5,suraj dubey,Its a very nice person. And service also to Good,48,its a very nice person and service also to good,nice person service good,General,1,0.7178,Positive,Customer Service & Support
Livspace,5,Piyush Mathur,Nice experience,15,nice experience,nice experience,General,1,0.4215,Positive,Customer Service & Support
Livspace,5,MANINDER SACHDEV,"Livspace has done a wonderful job . They have converted my flat into a beautiful livable dream home. Highly appreciated their workmanship and personal behaviour.
 Well trained team with expert supervision by Manikanta.",218,livspace has done a wonderful job they have converted my flat into a beautiful livable dream home highly appreciated their workmanship and personal behaviour well trained team with expert supervision by manikanta,livspace wonderful job convert flat beautiful livable dream home highly appreciate workmanship personal behaviour train team expert supervision manikanta,Customer,0,0.9359,Positive,Design & Project Experience
Livspace,1,Neeraj Sharma,"Donât take there service, they are unprofessional people who just want to get money from your pocket, no commitment, no value of customer, donât care about customer loss and time. Worst service better go with local who will work as your demand and you pay them with work done, not 100 % advance and wait for months for your work done.",338,don t take there service they are unprofessional people who just want to get money from your pocket no commitment no value of customer don t care about customer loss and time worst service better go with local who will work as your demand and you pay them with work done not advance and wait for months for your work done,don service unprofessional people want money pocket commitment value customer don care customer loss time bad service well local work demand pay work advance wait month work,General,0,-0.7602,Negative,Design & Project Experience
Livspace,1,ABHA PANDEY,"I paid premium so that educated, experienced team will be deployed at my site. What do I get? Leaking tap that dripped water in lower floorâs storage. Full blown flooding of my apartment because their plumber forgot to close the valve before putting tap in.
 Caused us so much stress because now neighbour hate us even before we get to move in.
 No supervisor stays in site while the work is going on. They just visit sparingly and send you formatted messages in morning of what has been done and what has been planned. Who is responsible for minute details? Nobody.
 Absolute team of just middle men calling themselves project managers.
 I do not recommend them or any other brand like them. All of them are the same- just middle men.",737,i paid premium so that educated experienced team will be deployed at my site what do i get leaking tap that dripped water in lower floor s storage full blown flooding of my apartment because their plumber forgot to close the valve before putting tap in caused us so much stress because now neighbour hate us even before we get to move in no supervisor stays in site while the work is going on they just visit sparingly and send you formatted messages in morning of what has been done and what has been planned who is responsible for minute details nobody absolute team of just middle men calling themselves project managers i do not recommend them or any other brand like them all of them are the same just middle men,pay premium educate experienced team deploy site leak tap drip water low floor storage blow flooding apartment plumber forget close valve put tap cause stress neighbour hate supervisor stay site work go visit sparingly send format message morning plan responsible minute detail absolute team middle man call project manager recommend brand like middle man,Customer,0,-0.8338,Negative,Design & Project Experience
Livspace,5,Varun Singh,Thanks Jatin And livspace for the excellent quality of work I am really happy and satisfied with the outcome.Your dedication professionalism and attention to detail are truly appreciated Keep up the good work,208,thanks jatin and livspace for the excellent quality of work i am really happy and satisfied with the outcome your dedication professionalism and attention to detail are truly appreciated keep up the good work,thank jatin livspace excellent quality work happy satisfied outcome dedication professionalism attention detail truly appreciated good work,General,0,0.9711,Positive,Design & Project Experience
Livspace,5,Sonali Sinha,Post sales service work done was very good and swift. Thank you!,64,post sales service work done was very good and swift thank you,post sales service work good swift thank,Partner,5,0.7934,Positive,General Appreciation
Livspace,5,Hemant Kumar,Good interiors work and post sales service.,43,good interiors work and post sales service,good interior work post sale service,General,5,0.4404,Positive,General Appreciation
Livspace,5,Sunil Verma,Post sale service. Work done by Saroj,37,post sale service work done by saroj,post sale service work saroj,General,5,0.0,Neutral,General Appreciation
Livspace,5,Prashant Prem,Post sales service. Saroj and Sunil both were good,50,post sales service saroj and sunil both were good,post sale service saroj sunil good,Partner,5,0.4404,Positive,General Appreciation
Livspace,5,Uptlakshi Sharma,"Had a wonderful experience working with Livspace and Ayush
 
 Our home was aligned with our expectations
 
 Highly committed and professional team
 
 Kudos!",156,had a wonderful experience working with livspace and ayush our home was aligned with our expectations highly committed and professional team kudos,wonderful experience work livspace ayush home align expectation highly committed professional team kudo,Customer,0,0.8653,Positive,Design & Project Experience
Livspace,5,Dr Anil Kumar Sinha,Good,4,good,good,General,4,0.4404,Positive,Lead Quality
Livspace,5,Manish Kumar,"Very good quality from Livspace. I am a very happy and satisfied customer even after 5+ years. Their customer service is amazing!! Prakash Singh, Technician came to my house to check the alignment of drawers and cupboards. He did the work with a smile. Full 10/10 to Livspace.",276,very good quality from livspace i am a very happy and satisfied customer even after years their customer service is amazing prakash singh technician came to my house to check the alignment of drawers and cupboards he did the work with a smile full to livspace,good quality livspace happy satisfied customer year customer service amazing prakash singh technician come house check alignment drawer cupboard work smile livspace,General,0,0.9526,Positive,Design & Project Experience
Livspace,2,Rohit Yadav,"Very ordinary work and doesn't feel like we have a delivery done by brand. I could have got similar quality with lesser price from any other vendor.
 
 Not worth the hype and extra price you pay. Won't recommend to anyone.",222,very ordinary work and doesn t feel like we have a delivery done by brand i could have got similar quality with lesser price from any other vendor not worth the hype and extra price you pay won t recommend to anyone,ordinary work doesn feel like delivery brand get similar quality less price vendor worth hype extra price pay win recommend,General,0,-0.647,Negative,Design & Project Experience
Livspace,5,Himani Chauhan,great work.. very fast service,30,great work very fast service,great work fast service,General,1,0.6249,Positive,Customer Service & Support
Livspace,1,Aditya Gupta,Livespace is a fraud company they provide inflated quotations even after telling the budget... When a person comes for survey... They say that quotation will be in budget and take visiting charges.. and after that they send inflated quotations. Very bad experience with LIVESPACE. never get the interiors done by them,317,livespace is a fraud company they provide inflated quotations even after telling the budget when a person comes for survey they say that quotation will be in budget and take visiting charges and after that they send inflated quotations very bad experience with livespace never get the interiors done by them,livespace fraud company provide inflated quotation tell budget person come survey quotation budget visit charge send inflated quotation bad experience livespace interior,Customer,0,-0.8655,Negative,Design & Project Experience
Livspace,1,Devender Arora,"A cautionary account for anyone considering Livspace for their home interior project.
 
 We are 6+ weeks past our original delivery date. Here is what the journey has looked like:
 
 ð´ Three designer changes â each without a proper handover, forcing us to repeat requirements from scratch.
 
 ð´ A laminate selection meeting where our choices were severely restricted and we were told we ""had to choose"" from what was available â this while my wife attended just one month postpartum.
 
 ð´ An SOD (Scope of Design) document floated to us riddled with errors, clearly not peer-reviewed before client sharing.
 
 ð´ And now â post-production â a full wardrobe unit delivered at the wrong depth (18 inches instead of the standard 580mm we requested repeatedly), with the team retroactively calling it a ""storage unit"" instead of a wardrobe.
 
 At every milestone, we have raised concerns in writing. At every milestone, we have been met with promises that didn't materialise.
 
 We are not designers â we are clients. It is the service provider's responsibility to communicate deviations, not assume clients will figure it out. The SOD itself says ""wardrobe."" The group chat messages confirm our requirements.
 
 If you are evaluating Livspace for your home, please do your due diligence. Ask hard questions about designer continuity, escalation protocols, and production accountability before signing.
 
 We still hope for a resolution. But we believe others deserve to know what this process has looked like.
 
 We are still following up but not getting any response and not even sure if Livspace is trying to find a resolution or not.
 
 Giving 1 star because that is the least option I can select they don't even deserve this much.",1752,a cautionary account for anyone considering livspace for their home interior project we are weeks past our original delivery date here is what the journey has looked like three designer changes each without a proper handover forcing us to repeat requirements from scratch a laminate selection meeting where our choices were severely restricted and we were told we had to choose from what was available this while my wife attended just one month postpartum an sod scope of design document floated to us riddled with errors clearly not peer reviewed before client sharing and now post production a full wardrobe unit delivered at the wrong depth inches instead of the standard mm we requested repeatedly with the team retroactively calling it a storage unit instead of a wardrobe at every milestone we have raised concerns in writing at every milestone we have been met with promises that didn t materialise we are not designers we are clients it is the service provider s responsibility to communicate deviations not assume clients will figure it out the sod itself says wardrobe the group chat messages confirm our requirements if you are evaluating livspace for your home please do your due diligence ask hard questions about designer continuity escalation protocols and production accountability before signing we still hope for a resolution but we believe others deserve to know what this process has looked like we are still following up but not getting any response and not even sure if livspace is trying to find a resolution or not giving star because that is the least option i can select they don t even deserve this much,cautionary account consider livspace home interior project week past original delivery date journey look like designer change proper handover force repeat requirement scratch laminate selection meeting choice severely restrict tell choose available wife attend month postpartum sod scope design document float riddle error clearly peer review client sharing post production wardrobe unit deliver wrong depth inch instead standard request repeatedly team retroactively call storage unit instead wardrobe milestone raise concern write milestone meet promise didn materialise designer client service provider responsibility communicate deviation assume client figure sod say wardrobe group chat message confirm requirement evaluate livspace home diligence ask hard question designer continuity escalation protocol production accountability sign hope resolution believe deserve know process look like follow get response sure livspace try find resolution give star option select don deserve,Customer,0,0.2624,Positive,Design & Project Experience
Livspace,5,Aaditya Tyagi,V good,6,v good,good,General,4,0.4404,Positive,Lead Quality
Livspace,1,Prof. Lokesh Jindal,"CAUTION
 
 Unchi dukan phika pakwaan,,,,this idiom fits appropriately for my experience with Livespace, where there has been financial faud with me for apporx Rs 50,000/-. So big brand and their employees also cheat, be alert and avoid dealing with them",253,caution unchi dukan phika pakwaan this idiom fits appropriately for my experience with livespace where there has been financial faud with me for apporx rs so big brand and their employees also cheat be alert and avoid dealing with them,caution unchi dukan phika pakwaan idiom fit appropriately experience livespace financial faud apporx big brand employee cheat alert avoid deal,General,0,-0.4588,Negative,Design & Project Experience
Livspace,5,nitin nagpal,Ansar Ahmad,11,ansar ahmad,ansar ahmad,General,-1,0.0,Neutral,
Livspace,5,Divyansh Srivastava,"Hi, livspace team i m very happy and satisfied with the service vyou provide in my house specially Mr.Abhishek kumar who is project manager bat my house ,he is lead the project very understanding process and guide us very much so i love your service and will refer my near and dear ones sure",291,hi livspace team i m very happy and satisfied with the service vyou provide in my house specially mr abhishek kumar who is project manager bat my house he is lead the project very understanding process and guide us very much so i love your service and will refer my near and dear ones sure,livspace team happy satisfied service vyou provide house specially abhishek kumar project manager bat house lead project understand process guide love service refer near dear one sure,General,0,0.9471,Positive,Design & Project Experience
Livspace,5,Ishita Khatter,Thank you!,10,thank you,thank,General,-1,0.4199,Positive,
Livspace,1,Pulkit Dubey,"Their timelines are worse than the contractors, they only have contractor vendors and no accountability once the sale is completed, bus payment followup time se baaki sab kuch delay. 2 months gone only washroom project and abhi plumbing bhi nahi complete hui hai, I definitely would not want anyone else to suffer from this especially in Gurgaon, this is the worst. All tasks remain pending, no supervisior on field bus ek labour bhej ke they are free.",452,their timelines are worse than the contractors they only have contractor vendors and no accountability once the sale is completed bus payment followup time se baaki sab kuch delay months gone only washroom project and abhi plumbing bhi nahi complete hui hai i definitely would not want anyone else to suffer from this especially in gurgaon this is the worst all tasks remain pending no supervisior on field bus ek labour bhej ke they are free,timeline bad contractor contractor vendor accountability sale complete bus payment followup time baaki sab kuch delay month go washroom project abhi plumbing bhi nahi complete hui hai definitely want suffer especially gurgaon bad task remain pende supervisior field bus labour bhej free,Customer,0,-0.8915,Negative,Design & Project Experience
Livspace,5,apoorv singh,"1. The kitchen installation was delayed by over a month and we did not receive timely updates with regards to completion ETA. Things got in to motion only after I escalated the issue
 2. Almirahs were installed but the handles were not installed until I escalated it which was almost 20 days after the almirah was installed.
 3. Locks in the almirahs have still not been installed and there has been no update regarding the same. That too after there has been such a high severity escalation on this project.
 4. The chimney hole that has been marked by your team has been done right at the bottom of the loft due to which we barely have any space to use in the loft. Ideally it should have been at the top of the loft, had it been up to us we wouldn't have gone ahead with it but since your team guided us we thought it be okay and only realized that there has been a mistake once the chimney pipe went through.
 5. One of the almirahs that has been installed is misaligned to do improper installation. Also the shutters have bent out within 2 months. Your team said it is due to the rise temperature but as far as I know the temp in Noida is only going to rise further, so should we expect this to happen throughout the summers? Even if you replace them as per the warranty agreement, with the temp rising further in coming months will this keep happening!?
 6. The skirting for one of the almirahs was not installed and when we called it out we were told that livspace almirahs do not have skirtings on them. However, the skirting was lying around at the site and was installed right away. Which goes to show your team did not have complete knowledge about the fixtures for this project.
 7. No provisions have been made for lights inside the almirah even though at the time of placing the order we were told by your designers that there would be a provision, no one has updated us on it yet.
 8. One of the almirah that has been installed is not occupying the complete space that was left for it as per our architectural design cause of which that space has been wasted. When your designers visited us they did not tell us that your almirah sizes are standard that we will be wasting the designated storage space if we get livspace almirahs.
 9. The kitchen lights were delivered on site and were not installed till the last moment, infact your team was not even aware of it. They only got to know about it and got them installed when I myself pulled out the lights that were delivered along with other material and informed your team of it.
 10. Your team installed kitchen skirtings without even cleaning the area behind it. It was only after I called it out did they remove the skirting and cleaned it up after almost a month, and guess what did they find behind it? A missing piece of a detachable plastic table that I had been looking around for over a month.
 
 The reason why I selected livpsace and paid a premium price was because:-
 1. To have a hassle free installation experience. (It was many things but not hassle free, if anything it was full of harassment and stress)
 2. To get timebound installation done before I move in to my new home. (Hellbound maybe, but not timebound AT ALL!!)
 3. To get premium quality products and materials installed. (Quality has been such that shutters have already started bending within 2 months of installation).
 4. To have that corporate and professional service experience. (At times I almost curse myself cause my carpenter ""Khan Sahab"", is much more professional and duty bound than your team).
 5. To have some piece of mind with regards to installation being done by Livpsace as I was almost drained with managing other aspects of my home construction and interiors. (Others might have drained me but dealing with livpsace sucked the life out of me)",3810,the kitchen installation was delayed by over a month and we did not receive timely updates with regards to completion eta things got in to motion only after i escalated the issue almirahs were installed but the handles were not installed until i escalated it which was almost days after the almirah was installed locks in the almirahs have still not been installed and there has been no update regarding the same that too after there has been such a high severity escalation on this project the chimney hole that has been marked by your team has been done right at the bottom of the loft due to which we barely have any space to use in the loft ideally it should have been at the top of the loft had it been up to us we wouldn t have gone ahead with it but since your team guided us we thought it be okay and only realized that there has been a mistake once the chimney pipe went through one of the almirahs that has been installed is misaligned to do improper installation also the shutters have bent out within months your team said it is due to the rise temperature but as far as i know the temp in noida is only going to rise further so should we expect this to happen throughout the summers even if you replace them as per the warranty agreement with the temp rising further in coming months will this keep happening the skirting for one of the almirahs was not installed and when we called it out we were told that livspace almirahs do not have skirtings on them however the skirting was lying around at the site and was installed right away which goes to show your team did not have complete knowledge about the fixtures for this project no provisions have been made for lights inside the almirah even though at the time of placing the order we were told by your designers that there would be a provision no one has updated us on it yet one of the almirah that has been installed is not occupying the complete space that was left for it as per our architectural design cause of which that space has been wasted when your designers visited us they did not tell us that your almirah sizes are standard that we will be wasting the designated storage space if we get livspace almirahs the kitchen lights were delivered on site and were not installed till the last moment infact your team was not even aware of it they only got to know about it and got them installed when i myself pulled out the lights that were delivered along with other material and informed your team of it your team installed kitchen skirtings without even cleaning the area behind it it was only after i called it out did they remove the skirting and cleaned it up after almost a month and guess what did they find behind it a missing piece of a detachable plastic table that i had been looking around for over a month the reason why i selected livpsace and paid a premium price was because to have a hassle free installation experience it was many things but not hassle free if anything it was full of harassment and stress to get timebound installation done before i move in to my new home hellbound maybe but not timebound at all to get premium quality products and materials installed quality has been such that shutters have already started bending within months of installation to have that corporate and professional service experience at times i almost curse myself cause my carpenter khan sahab is much more professional and duty bound than your team to have some piece of mind with regards to installation being done by livpsace as i was almost drained with managing other aspects of my home construction and interiors others might have drained me but dealing with livpsace sucked the life out of me,kitchen installation delay month receive timely update regard completion eta thing get motion escalate issue almirah instal handle instal escalate day almirah instal lock almirah instal update high severity escalation project chimney hole mark team right loft barely space use loft ideally loft wouldn go ahead team guide think okay realize mistake chimney pipe go almirah instal misalign improper installation shutter bend month team say rise temperature far know temp noida go rise expect happen summer replace warranty agreement temp rise coming month happen skirting almirah instal call tell livspace almirah skirting skirting lie site instal right away go team complete knowledge fixture project provision light inside almirah time place order tell designer provision update almirah instal occupy complete space leave architectural design cause space waste designer visit tell almirah size standard waste designate storage space livspace almirah kitchen light deliver site instal till moment infact team aware get know get instal pull light deliver material inform team team instal kitchen skirting clean area call remove skirting clean month guess find missing piece detachable plastic table look month reason select livpsace pay premium price hassle free installation experience thing hassle free harassment stress timebound installation new home hellbound maybe timebound premium quality product material instal quality shutter start bend month installation corporate professional service experience time curse cause carpenter khan sahab professional duty bind team piece mind regard installation livpsace drain manage aspect home construction interior drain deal livpsace suck life,Customer,0,-0.9906,Negative,Design & Project Experience
Livspace,1,Anurag Mishra,Very unprofessional team,24,very unprofessional team,unprofessional team,General,1,-0.5563,Negative,Customer Service & Support
Livspace,1,Sumit kumar,"Experience is very worst due to fake and false commitment from the sales team and design manager. We mentioned that we need the project by 1 May and booking completed on 20 Mar but they have wasted time and final order placed on 8 Apr. After that they committed to 7 May during proposal signoff but now no timeline to deliver our project. All the stakeholders is not attending calls and no response on emails. It's an trap because company have policy to pay mostly amount before any drawing. Initial drawing is raw because sales person is not drawing as per your requirements. They are just misleading you nothing else. Don't trust on these fake brands. You can trust anyone nearby you.
 Still no response from any person of live space after so much escalations. All are well trained to not respond on emails and calls without resolution. Escalations closed without any single call from escalation team.
 Asking for balance payment of 28k which is nothing to pay from my side but no clarity project will complete or not in a span of 5 year's period. Refer the attached Screenshot of latest conversation. If I atach previous one every customer will die from shock. These kinds of companies exist in the market which required to banned in India.",1243,experience is very worst due to fake and false commitment from the sales team and design manager we mentioned that we need the project by may and booking completed on mar but they have wasted time and final order placed on apr after that they committed to may during proposal signoff but now no timeline to deliver our project all the stakeholders is not attending calls and no response on emails it s an trap because company have policy to pay mostly amount before any drawing initial drawing is raw because sales person is not drawing as per your requirements they are just misleading you nothing else don t trust on these fake brands you can trust anyone nearby you still no response from any person of live space after so much escalations all are well trained to not respond on emails and calls without resolution escalations closed without any single call from escalation team asking for balance payment of k which is nothing to pay from my side but no clarity project will complete or not in a span of year s period refer the attached screenshot of latest conversation if i atach previous one every customer will die from shock these kinds of companies exist in the market which required to banned in india,experience bad fake false commitment sale team design manager mention need project booking complete mar waste time final order place apr commit proposal signoff timeline deliver project stakeholder attend call response email trap company policy pay drawing initial drawing raw sale person draw requirement mislead don trust fake brand trust nearby response person live space escalation train respond email call resolution escalation close single escalation team ask balance payment pay clarity project complete span year period refer attached screenshot late conversation atach previous customer die shock kind company exist market require ban india,General,0,-0.9841,Negative,Design & Project Experience
Livspace,5,Shalabh Singh,Great Post sales service by Saroj and Sunil. Resolved all cabinet related issues asap.,86,great post sales service by saroj and sunil resolved all cabinet related issues asap,great post sale service saroj sunil resolve cabinet relate issue asap,Partner,5,0.7003,Positive,General Appreciation
Livspace,3,devansh 43,"Post sales service
 
 Work done by Saroj and Sunil",50,post sales service work done by saroj and sunil,post sales service work saroj sunil,Partner,5,0.0,Neutral,General Appreciation
Livspace,5,DC Tiwari,Shah jahan penter gud work,26,shah jahan penter gud work,shah jahan penter gud work,General,3,0.0,Neutral,Company Reputation
Livspace,5,Prateeti Shrivastava,Post sales service by Saroj is quite efficient and quick,56,post sales service by saroj is quite efficient and quick,post sale service saroj efficient quick,Partner,5,0.4754,Positive,General Appreciation
Livspace,5,Rakhi Dubey,Good work by shankar,20,good work by shankar,good work shankar,General,3,0.4404,Positive,Company Reputation
Livspace,5,Deepu Tomar,SHAHJAHAN PAINTER doing good quality of work .,46,shahjahan painter doing good quality of work,shahjahan painter good quality work,General,3,0.4404,Positive,Company Reputation
Livspace,5,Akash Kumar,Very good very professional worker and shankar gupta is very cooperative,72,very good very professional worker and shankar gupta is very cooperative,good professional worker shankar gupta cooperative,General,3,0.4927,Positive,Company Reputation
Livspace,5,Rajeev Kumar,Excellent work,14,excellent work,excellent work,General,-1,0.5719,Positive,
Livspace,5,Ekant Arora,Afternoon Sales Service Prakash was very helpful and helped in resolving issues promptly.,89,afternoon sales service prakash was very helpful and helped in resolving issues promptly,afternoon sale service prakash helpful help resolve issue promptly,Partner,5,0.6901,Positive,General Appreciation
Livspace,5,Prerna Singh,"Just had the most amazing experience with Livspace for our home interior project! The quality of work is absolutely top-notch. And the biggest part of the entire process is how supportive the staff was to every need and requirement.
 
 A huge shoutout to Abhishek (Project Manager), who was instrumental in overseeing the project.
 He was always supportive of all the needs and I hope this relation extends post installment too .",429,just had the most amazing experience with livspace for our home interior project the quality of work is absolutely top notch and the biggest part of the entire process is how supportive the staff was to every need and requirement a huge shoutout to abhishek project manager who was instrumental in overseeing the project he was always supportive of all the needs and i hope this relation extends post installment too,amazing experience livspace home interior project quality work absolutely notch big entire process supportive staff need requirement huge shoutout abhishek project manager instrumental oversee project supportive need hope relation extend post installment,Customer,0,0.9258,Positive,Design & Project Experience
Livspace,5,Shashank Roy,Thank for the amazing and prompt service Sudhanshu team provides.,65,thank for the amazing and prompt service sudhanshu team provides,thank amazing prompt service sudhanshu team provide,General,1,0.743,Positive,Customer Service & Support
Livspace,5,Ashish Verma,Ansar ahmad did good job to fix plumbing issue,46,ansar ahmad did good job to fix plumbing issue,ansar ahmad good job fix plumbing issue,General,3,0.4404,Positive,Company Reputation
Livspace,5,archit pitaliya,"It was overall great experience starting with knowledgeful designers those make you believe in the product & the company and suggest all the good designs as per the exact requirements of your home, Lots of Appreciation to Ishika & Mitali for the great design and outcome. they were really helpful offering suggestions and shares the knowledge, giving you tips while selecting and deciding designs which I find so valuable.
 
 I think for any company like Livspace, it's the most important part how your designer & execution team work for the initial design and final outcomes.
 
 Thanks to Rahul for overall support during installation and rectifications.",655,it was overall great experience starting with knowledgeful designers those make you believe in the product the company and suggest all the good designs as per the exact requirements of your home lots of appreciation to ishika mitali for the great design and outcome they were really helpful offering suggestions and shares the knowledge giving you tips while selecting and deciding designs which i find so valuable i think for any company like livspace it s the most important part how your designer execution team work for the initial design and final outcomes thanks to rahul for overall support during installation and rectifications,overall great experience start knowledgeful designer believe product company suggest good design exact requirement home lot appreciation ishika mitali great design outcome helpful offering suggestion share knowledge give tip select decide design find valuable think company like livspace important designer execution team work initial design final outcome thank rahul overall support installation rectification,Customer,0,0.9875,Positive,Design & Project Experience
Livspace,5,Sangam Kaushik,Fasy resolution,15,fasy resolution,fasy resolution,General,0,0.0,Neutral,Design & Project Experience
Livspace,5,Redhima Kapur,Shah Jahan painter did an excellent job.,40,shah jahan painter did an excellent job,shah jahan painter excellent job,General,3,0.5719,Positive,Company Reputation
Livspace,5,deepak krishnani,Shankar visited my home made satisfied service with regards to my complaint. Thanyou.,85,shankar visited my home made satisfied service with regards to my complaint thanyou,shankar visit home satisfied service regard complaint thanyou,Customer,-1,0.1531,Positive,
Livspace,5,Prateek Himanshu,Shankar being very polite and did his job,41,shankar being very polite and did his job,shankar polite job,General,3,0.0,Neutral,Company Reputation
Livspace,5,Amit Kumar,Good job....satisfied.,22,good job satisfied,good job satisfy,General,2,0.4404,Positive,Interior Design Professionals
Livspace,5,Richa Chaudhary,Shahjhan painter is doing good,30,shahjhan painter is doing good,shahjhan painter good,General,3,0.4404,Positive,Company Reputation
Livspace,5,Manan Rai,post sales service work done by saroj,37,post sales service work done by saroj,post sales service work saroj,Partner,5,0.0,Neutral,General Appreciation
Livspace,5,renu bala,Good,4,good,good,General,4,0.4404,Positive,Lead Quality
Livspace,5,Ashok Kumar,Thanks Jatin and Abhishek Chauhan and livspace for completing my project and hassle free experience.,100,thanks jatin and abhishek chauhan and livspace for completing my project and hassle free experience,thank jatin abhishek chauhan livspace complete project hassle free experience,Customer,0,0.7351,Positive,Design & Project Experience
Livspace,5,Vineet Bhaskar,"Service Team are extremely helpful and understand the pain of customer, very unlikely comparing with project / design team",122,service team are extremely helpful and understand the pain of customer very unlikely comparing with project design team,service team extremely helpful understand pain customer unlikely compare project design team,Customer,1,-0.0534,Negative,Customer Service & Support
Livspace,5,Vikas Bhardwaj,Work completed satisfactory,27,work completed satisfactory,work complete satisfactory,General,2,0.3612,Positive,Interior Design Professionals
Livspace,5,Hari Dev Gagneja,Shanahan painter has done a good job,36,shanahan painter has done a good job,shanahan painter good job,General,3,0.4404,Positive,Company Reputation
